171,490426.45,2497334.32,8805,8773,.51,490319.46,2497184.09,490268.57,2497239.73
172,511113.91,2496703.96,22337,22336,.62,511077.91,2496659.54,511077.65,2496729.52
173,511088.58,2495010.94,22460,22475,.17,511303.28,2495083.76,511328.66,2494774.42
174,511095.48,2495274.47,22516,22456,.90,511387.02,2495473.43,511297.19,2495223.71
175,479675.05,2510345.69,1208,1118,.84,479830.62,2510217.15,479644.46,2510368.06
176,511232.87,2495490.38,22516,22456,.26,511387.02,2495473.43,511297.19,2495223.71
177,490744.93,2493563.06,9169,9173,.02,490761.45,2493566.73,490764.04,2493418.57
178,515214.93,2494172.62,25326,25292,.73,515364.53,2494420.24,515175.69,2494038.78
179,514089.94,2501963.43,24700,24681,.56,513952.46,2501858.07,513924.91,2501998.61
180,489088.72,2508804.71,8346,7770,.94,489792.90,2508352.77,488985.13,2508582.72
181,504515.95,2494868.60,17810,17858,.86,504505.28,2495424.55,504541.04,2494782.25
182,512771.57,2494648.39,23863,23750,.08,512802.06,2494611.23,512637.21,2494546.88
183,501395.77,2494237.50,15181,15201,.09,501424.37,2494264.21,501468.51,2494174.61
184,509842.36,2495377.96,21409,21411,.12,509738.51,2495342.46,509739.34,2495635.45
185,500408.40,2493530.39,14797,14740,.59,500610.35,2493218.56,500375.16,2493175.69
186,492432.43,2487351.60,10778,11057,.53,492393.14,2487649.83,492631.36,2487564.10
187,512330.25,2497098.44,23417,23494,.87,512267.18,2497022.48,512356.59,2497044.58
188,512615.34,2495356.88,23735,23802,.04,512624.33,2495371.35,512697.78,2495284.69
189,510301.51,2496068.35,21755,21734,.91,510346.07,2495992.96,510298.91,2495992.03
190,492651.78,2490408.48,10942,10970,.20,492537.75,2490367.47,492558.41,2490609.28
191,510965.49,2495459.80,22151,22298,.49,510878.07,2495657.41,511041.81,2495672.68
192,511879.62,2493772.15,23044,23065,.42,511938.52,2493834.87,511962.52,2493723.74
193,513473.20,2494355.42,24326,24325,.86,513342.52,2494240.83,513340.33,2494370.60
194,514440.10,2494812.70,25117,25065,.99,514576.36,2494729.62,514449.14,2494716.21
195,492225.39,2490721.44,10537,10549,.32,492149.14,2490707.05,492162.23,2490787.20
196,504882.83,2503960.40,18388,18138,.42,505052.15,2503691.08,504735.40,2503562.99
197,510580.64,2494578.14,22103,22090,1.00,510814.03,2494830.18,510801.00,2494630.40
198,485178.12,2524615.12,5320,5317,.88,485552.71,2524633.99,485551.34,2524597.02
199,517127.76,2496508.87,25642,25649,.38,517088.93,2496577.85,517185.25,2496579.71
200,510805.17,2495723.46,22113,22031,.15,510823.27,2495672.17,510709.79,2495670.04
201,494299.10,2492105.17,12561,12565,.45,494357.89,2492190.22,494360.09,2492002.85
202,491980.67,2494156.86,10419,10399,.63,492026.76,2494268.42,492011.67,2494088.85
203,511757.88,2500704.47,22751,22729,.21,511661.73,2500663.59,511626.82,2500778.24
204,504627.19,2492259.10,18036,17967,.05,504629.66,2492261.18,504577.28,2492244.45
205,506538.25,2506697.54,19910,19907,.78,506644.56,2506633.39,506634.30,2506619.89
206,511056.25,2495924.10,22271,22245,.27,511021.07,2495861.11,510997.42,2496076.12
207,503490.28,2496477.68,16615,16641,.81,503388.93,2496308.41,503423.97,2496530.89
208,512021.28,2495640.85,23014,23229,.68,511909.57,2495674.71,512070.29,2495683.41
209,508239.89,2495987.88,20615,20656,.99,508045.42,2495743.51,508127.33,2496024.53
210,504276.15,2494194.06,17605,17513,.36,504321.09,2494094.18,504208.12,2494090.65
211,511013.84,2495256.00,22456,22453,.06,511297.19,2495223.71,511295.16,2495184.73
212,489046.15,2498818.56,7801,7817,.47,489036.55,2498867.48,489058.92,2498765.16
213,504789.71,2500134.73,18349,18074,.85,505009.96,2499719.13,504683.48,2500159.96
214,513727.20,2501997.69,24433,24525,.94,513510.18,2501865.61,513666.00,2502063.29
215,490685.57,2487538.88,8976,9052,.92,490562.32,2487341.67,490634.71,2487584.76
216,510232.15,2495727.18,21664,21661,.24,510225.61,2495708.49,510224.93,2495784.01
217,506485.51,2505555.83,19532,19526,.69,506302.93,2505414.30,506299.34,2505612.26
218,505136.66,2491050.43,18502,18496,.52,505201.76,2491042.98,505197.86,2491027.26
219,506647.42,2493547.92,19789,19799,.11,506481.73,2493538.50,506487.72,2493684.00
220,491779.14,2491497.61,10184,10266,.61,491811.54,2491384.88,491880.48,2491474.46
221,488092.39,2496846.48,7027,6879,.72,488188.44,2496713.96,488032.23,2496875.66
222,501338.97,2506599.55,15205,15087,.44,501474.79,2506498.97,501267.63,2506797.64
223,515831.04,2509324.65,25539,25481,.73,516224.05,2509527.51,515806.78,2509129.89
224,519312.96,2504855.86,25804,25834,.68,519080.35,2504850.56,519342.12,2504995.98
225,500960.78,2493611.50,14841,15225,.17,500774.68,2493782.55,501506.94,2492585.28
226,499202.29,2492899.51,14486,14495,.28,499258.57,2492947.03,499277.86,2492809.22
227,504429.69,2493031.56,17794,17830,.91,504498.83,2493327.56,504519.18,2493001.97
228,512940.12,2496245.83,23925,23945,.39,512835.70,2496171.92,512844.01,2496334.93
